query,intent
"hey, i'd like to cancel my purchase.",order_cancellation
Payment problem urgently,payment_issues
I would like to Email not recognized!,account_issues
Would you How can I contact you??,general_inquiry
"hey, contact information now",general_inquiry
how do i full refund please thanks,refund_status
Could you I need to know where my order is now,order_status
Is my order on the way? right away,order_status
could you ship to different address,shipping_inquiry
"hey, material information please",product_information
how do i exchange for different size!,return_exchange
i want to i want to revoke my order right away,order_cancellation
"please, information needed.",general_inquiry
How do I Product quality now,product_information
"hey, human agent please right away",general_inquiry
how do i i need customer service thanks,general_inquiry
Can I Checkout error?,payment_issues
I need to I need this order cancelled ASAP,order_cancellation
"hi, delivery status please please",order_status
I want to When will my order arrive?!,order_status
How much is shipping?.,shipping_inquiry
Authentication failed thanks,account_issues
i need to i need this order cancelled thank you,order_cancellation
could you card declined ASAP,payment_issues
"could you don't ship my order, cancel it?",order_cancellation
Would you I want to file a complaint?,complaint
Could you I need customer service urgently,general_inquiry
Would you Help with payment problem thanks,payment_issues
can i i have a question ASAP,general_inquiry
Could you First time customer right away,general_inquiry
i need to can i return this product? immediately,return_exchange
Could you Login problem urgently,account_issues
i want to how can i contact you?,general_inquiry
"hello, thank you please",general_inquiry
Is it possible to Help me please ASAP,general_inquiry
Refund timeline immediately,refund_status
"Excuse me, Is anyone there? thank you",general_inquiry
Could you Bad experience right away,complaint
"Hello, I'd like to cancel before it ships?",order_cancellation
Hi there ASAP,general_inquiry
i want to product reviews thank you,product_information
"Hello, Free delivery threshold immediately",shipping_inquiry
"hello, sign in issues urgently",account_issues
My account is blocked thank you,account_issues
Could you I want to file a complaint thank you,complaint
"Please, Product doesn't work thank you",complaint
would you product origin right away,product_information
i would like to account recovery right away,account_issues
I need to Compare products ASAP,product_information
Would you Where is my delivery??,order_status
This is fraud?,complaint
"hello, i have a question please",general_inquiry
Shipping rates,shipping_inquiry
"Hello, Exchange for different size please",return_exchange
"hey, money back please immediately",refund_status
would you can you help me?!,general_inquiry
is it possible to i have a question now,general_inquiry
Can I Is my package lost? thank you,order_status
would you general assistance thank you,general_inquiry
"hello, change shipping address urgently",shipping_inquiry
Could you Free shipping?!,shipping_inquiry
"please, waiting for refund ASAP",refund_status
"please, where is my delivery? thanks",order_status
I need to I need to cancel ASAP?,order_cancellation
could you i want my order cancelled today urgently,order_cancellation
"hello, return request ASAP",return_exchange
Can I Where is my refund? right away,refund_status
"Excuse me, Product doesn't work",complaint
"Hello, Update my email.",account_issues
Could you Can I return this product??,return_exchange
is it possible to i want to return this?,return_exchange
i would like to speak to representative ASAP,general_inquiry
can i payment failed,payment_issues
i want to quick question?,general_inquiry
I want to How do I cancel my order??,order_cancellation
I want to Account locked thanks,account_issues
When will I receive my order?,order_status
i want to replace my item urgently,return_exchange
Exchange for different size,return_exchange
Item arrived damaged,complaint
I need to What colors does it come in??,product_information
"Excuse me, Change shipping address",shipping_inquiry
I want to Cancellation request for my order,order_cancellation
Could you Return process please,return_exchange
"hey, i want to speak to a manager immediately",complaint
Thank you,general_inquiry
I want to Where is my refund? immediately,refund_status
"excuse me, support request thanks",general_inquiry
I need to Charged but no confirmation please,payment_issues
How do I I received a damaged item.,complaint
"Hi, I need to complain right away",complaint
Would you Free delivery threshold thank you,shipping_inquiry
"hey, not as described",complaint
"hello, i feel cheated right away",complaint
how do i i need to complain please,complaint
"please, i no longer want this order!",order_cancellation
Can I Product doesn't work right away,complaint
"hey, free shipping? thank you",shipping_inquiry
Would you Payment error thank you,payment_issues
"Please, Please help me cancel my order right away",order_cancellation
"hey, can i still cancel my order? immediately",order_cancellation
Payment issue with my account,payment_issues
"excuse me, return my order ASAP",return_exchange
"hi, do you ship to my area? now",shipping_inquiry
could you i'm very unhappy thank you,complaint
"Hey, Exchange for different size now",return_exchange
"hi, return pickup thank you",return_exchange
I want to Checkout error!,payment_issues
i would like to package tracking request ASAP,order_status
"Hi, Priority shipping right away",shipping_inquiry
is it possible to product quality thanks,product_information
is it possible to refund amount incorrect right away,refund_status
How do I What products do you have? thank you,product_information
Card not accepted?,payment_issues
can i support request?,general_inquiry
Product is defective immediately,complaint
"please, when does my order arrive?.",order_status
"please, i'm waiting for my order?",order_status
30 day return,return_exchange
"hi, do you have this in stock? immediately",product_information
"Hey, Help me please",general_inquiry
I want to cancel my order,order_cancellation
"Excuse me, Update account information thanks",account_issues
i need to do you have this in stock? thanks,product_information
"excuse me, account settings",account_issues
"hello, payment not accepted",payment_issues
"hello, when will i receive my order? thanks",order_status
i would like to did my order ship yet? thanks,order_status
"Hey, Track my order thanks",order_status
"Hey, Money back please",refund_status
"please, i need this order cancelled thank you",order_cancellation
"i want to i accidentally ordered, please cancel ASAP",order_cancellation
Is it possible to Help me please?,general_inquiry
"hi, account recovery now",account_issues
"please, return window thank you",return_exchange
Would you Return process,return_exchange
i want to i have a question please,general_inquiry
Very bad service,complaint
"excuse me, don't ship my order, cancel it thank you",order_cancellation
"hello, any updates on my order? now",order_status
I need this order cancelled,order_cancellation
"Hey, I was charged twice!",payment_issues
could you product specifications now,product_information
i want to i'd like to cancel before it ships right away,order_cancellation
"hello, exchange for different size thank you",return_exchange
i want to can you track my order? immediately,order_status
I need to Reset my password urgently,account_issues
"Hello, I'm very unhappy.",complaint
i want to i need information.,general_inquiry
"hello, when will i get my refund? right away",refund_status
how do i shipping time.,shipping_inquiry
"excuse me, my payment didn't go through now",payment_issues
Delivery fee ASAP,shipping_inquiry
"hey, bad experience urgently",complaint
"Please, I need to cancel ASAP!",order_cancellation
would you did my order ship yet? thanks,order_status
could you please void my order now,order_cancellation
Login credentials not working,account_issues
"hi, debit card declined.",payment_issues
"please, when will i get my refund??",refund_status
"Hello, Payment method not working.",payment_issues
"please, return my order",return_exchange
i need to technical specifications thanks,product_information
i want to bad experience,complaint
is it possible to my card isn't working.,payment_issues
"Hello, Product reviews!",product_information
would you i need to exchange this thank you,return_exchange
i want to change my phone number thanks,account_issues
Payment not accepted now,payment_issues
i want to exchange for store credit ASAP,return_exchange
I'm not satisfied thanks,complaint
I want to track my package immediately,order_status
Merge accounts right away,account_issues
"excuse me, is anyone there? urgently",general_inquiry
"Hi, Return window thank you",return_exchange
"Hello, Customer support right away",general_inquiry
is it possible to return label request urgently,return_exchange
i need to error during payment,payment_issues
"excuse me, standard shipping",shipping_inquiry
is it possible to track my order,order_status
Full refund please,refund_status
"hi, verification code not received now",account_issues
i want to is my package lost? ASAP,order_status
"Hey, Delivery cost estimate thanks",shipping_inquiry
"please, i need assistance immediately",general_inquiry
I would like to Start a return please,return_exchange
Would you Fastest shipping option immediately,shipping_inquiry
Is it possible to Poor quality product thank you,complaint
can i exchange for store credit right away,return_exchange
I want to Refund request status,refund_status
"Hello, Payment problem right away",payment_issues
"hello, shipping discount please",shipping_inquiry
Cancellation request for my order ASAP,order_cancellation
"hi, how does this product work? thank you",product_information
i need to my card isn't working please,payment_issues
"hey, i'm very unhappy thanks",complaint
"Don't ship my order, cancel it",order_cancellation
"hi, delivery days.",shipping_inquiry
Error during payment now,payment_issues
How do I Error during payment?,payment_issues
Can I Payment failed!,payment_issues
would you refund confirmation urgently,refund_status
how do i where is my package? please,order_status
Could you Is this genuine product? ASAP,product_information
I want to I need to cancel ASAP,order_cancellation
How can I contact you?,general_inquiry
would you when is refund processed? now,refund_status
"Hey, Product doesn't work thank you",complaint
"hi, how does this product work? urgently",product_information
i want to help me please urgently,general_inquiry
"hey, full refund please ASAP",refund_status
"Please, Checkout error?",payment_issues
i would like to when will i get my refund? thanks,refund_status
"Please, Checkout error thanks",payment_issues
could you merge accounts?,account_issues
I would like to I need to know where my order is?,order_status
Two factor authentication issue,account_issues
"hey, i'm not satisfied",complaint
could you card declined now,payment_issues
"excuse me, return damaged product?",return_exchange
"Hey, I'd like to exchange!",return_exchange
is it possible to refund processing time!,refund_status
Is it possible to Free shipping? now,shipping_inquiry
Would you Refund request status!,refund_status
could you check my order status thanks,order_status
I want to Return label request,return_exchange
i need to i need my money back thank you,refund_status
Could you 30 day return!,return_exchange
i would like to sign in issues now,account_issues
I can't log in!,account_issues
Return window,return_exchange
I would like to How to return??,return_exchange
how do i next day delivery immediately,shipping_inquiry
Product origin,product_information
"Item doesn't fit, return please urgently",return_exchange
how do i transaction failed immediately,payment_issues
i need to is this compatible with...? thank you,product_information
"Hey, Has my order shipped? thanks",order_status
"Please, Contact information!",general_inquiry
can i good morning?,general_inquiry
Could you I need this order cancelled immediately,order_cancellation
"Hi, Where is my package? immediately",order_status
would you delivery fee urgently,shipping_inquiry
"hi, new here",general_inquiry
How much is shipping?,shipping_inquiry
is it possible to i need customer service now,general_inquiry
i would like to general question immediately,general_inquiry
"I would like to Don't ship my order, cancel it urgently",order_cancellation
Would you Did my order ship yet? urgently,order_status
Would you Return process urgently,return_exchange
is it possible to billing issue.,payment_issues
"Excuse me, Delivery fee thank you",shipping_inquiry
Would you Tell me about this product!,product_information
Where is my delivery?,order_status
i need to card not accepted thank you,payment_issues
i would like to product is defective,complaint
Product recommendations thanks,product_information
Is it possible to Item availability please,product_information
"hey, payment failed thanks",payment_issues
"Hi, I want my order cancelled today urgently",order_cancellation
"please, update my email",account_issues
"hello, how much is shipping? now",shipping_inquiry
could you change shipping address,shipping_inquiry
"Hello, Two factor authentication issue immediately",account_issues
"hello, delivery cost estimate?",shipping_inquiry
"hi, can i still cancel my order??",order_cancellation
How do I Login credentials not working thank you,account_issues
i want to order tracking immediately,order_status
"Please, I want to return this ASAP",return_exchange
Would you Full refund please immediately,refund_status
Can I How to use this product?.,product_information
would you has my order shipped? ASAP,order_status
I need to First time customer thank you,general_inquiry
can i general question?,general_inquiry
How does this product work?.,product_information
I would like to When does my order arrive? please,order_status
I need to International shipping now,shipping_inquiry
How do I Cancel the items in my order?,order_cancellation
"Hey, 30 day return please",return_exchange
i want to i want to send this back immediately,return_exchange
Would you Payment method not working please,payment_issues
My account is blocked,account_issues
How do I Account locked immediately,account_issues
"please, can't process my payment thanks",payment_issues
Could you Cancel my order immediately urgently,order_cancellation
Can I When will I get my refund?,refund_status
"hi, wrong item received?",complaint
could you missing items in my order please,complaint
would you how do i return an item? ASAP,return_exchange
Shipping cost please,shipping_inquiry
could you can someone help me? now,general_inquiry
"hi, payment gateway error please",payment_issues
i would like to false advertising!,complaint
i would like to track my recent order?,order_status
i need to how can i contact you?!,general_inquiry
would you information needed right away,general_inquiry
"Hey, I need this order cancelled.",order_cancellation
Is it possible to Delivery fee immediately,shipping_inquiry
Would you Order tracking now,order_status
could you is this item available? urgently,product_information
i want to best seller products urgently,product_information
"hello, profile update",account_issues
would you expedite my refund.,refund_status
"Hello, How to use this product? thanks",product_information
Worst experience ever,complaint
i want to worst experience ever,complaint
"Hey, Refund timeline immediately",refund_status
would you cancel my latest purchase thank you,order_cancellation
"Please, I need to cancel ASAP thanks",order_cancellation
Economy shipping!,shipping_inquiry
"please, horrible experience ASAP",complaint
can i refund not showing immediately,refund_status
i want to very bad service ASAP,complaint
"hello, cancel order now",order_cancellation
"Excuse me, Refund status now",refund_status
would you i want to cancel my order urgently,order_cancellation
I want to Did my order ship yet? now,order_status
"Hello, Product recommendations!",product_information
"Hey, This is fraud thanks",complaint
could you economy shipping.,shipping_inquiry
i need to has my package been dispatched? thanks,order_status
Has my order shipped?,order_status
could you i'd like to cancel my purchase.,order_cancellation
"hi, product is defective ASAP",complaint
"excuse me, please process a cancellation",order_cancellation
could you product recommendations right away,product_information
"excuse me, i'd like to cancel before it ships thank you",order_cancellation
"excuse me, free delivery threshold please",shipping_inquiry
"Hi, Quick question.",general_inquiry
"Please, Where is my refund? immediately",refund_status
When will my order arrive?,order_status
I would like to Can you track my order?!,order_status
could you best seller products now,product_information
"Hey, When will I get my refund? right away",refund_status
how do i false advertising right away,complaint
how do i exchange for store credit ASAP,return_exchange
could you when will my order arrive??,order_status
"hey, international shipping.",shipping_inquiry
i want to cancel my order please now,order_cancellation
Is this genuine product? urgently,product_information
Return request now,return_exchange
i would like to shipment status,order_status
"Would you Wrong order, please cancel!",order_cancellation
can i exchange for store credit urgently,return_exchange
My payment didn't go through,payment_issues
Is it possible to How much is shipping? ASAP,shipping_inquiry
What colors does it come in? thanks,product_information
"hi, someone else accessing my account!",account_issues
could you connect me to support urgently,general_inquiry
i need to i need to exchange this!,return_exchange
"Please, Expected delivery date? now",order_status
Cancel my order immediately,order_cancellation
"hey, please void my order immediately",order_cancellation
"Hello, This is not what I ordered ASAP",complaint
can i account security concern please,account_issues
"Please, I haven't received my refund thank you",refund_status
i would like to return my order now,return_exchange
"hi, refund not received please",refund_status
Could you Priority shipping please,shipping_inquiry
Refund pending ASAP,refund_status
would you i want to cancel my order right away,order_cancellation
"excuse me, reimburse me right away",refund_status
how do i product origin!,product_information
I want to Delivery days urgently,shipping_inquiry
is it possible to return my order now,return_exchange
"I changed my mind, cancel my order",order_cancellation
"please, do you have this in stock? thank you",product_information
"hi, i need my money back please",refund_status
would you merge accounts now,account_issues
"hey, is this product good?.",product_information
i want to payment unsuccessful now,payment_issues
Billing issue,payment_issues
I need to Return policy thanks,return_exchange
I need to Expected delivery date? please,order_status
how do i help me please.,general_inquiry
Economy shipping,shipping_inquiry
i would like to can someone help me? thank you,general_inquiry
"hello, very disappointed with the service?",complaint
"would you item doesn't fit, return please",return_exchange
i would like to horrible experience ASAP,complaint
Is it possible to My account is blocked ASAP,account_issues
"hi, payment error thank you",payment_issues
I need to Track my order thank you,order_status
is it possible to customer support thanks,general_inquiry
"please, change my phone number?",account_issues
would you refund and return right away,return_exchange
"hello, payment problem ASAP",payment_issues
is it possible to expedited shipping.,shipping_inquiry
Account recovery,account_issues
"Excuse me, My order is taking too long.",order_status
i would like to please void my order!,order_cancellation
"Please, Account locked immediately",account_issues
Could you Payment stuck.,payment_issues
i want to return window now,return_exchange
Is it possible to When will I get my refund? immediately,refund_status
"Hello, I want to speak to a manager!",complaint
Would you I need to complain please,complaint
is it possible to return shipping!,return_exchange
Refund to bank account please,refund_status
Would you I feel cheated right away,complaint
"Please, Not as described",complaint
Schedule a return thank you,return_exchange
"hey, very bad service.",complaint
"Excuse me, Fastest shipping option immediately",shipping_inquiry
i need to payment not accepted thanks,payment_issues
Is it possible to Is my order on the way?,order_status
Problem with checkout urgently,payment_issues
"Don't ship my order, cancel it please",order_cancellation
"Excuse me, Is my package lost? ASAP",order_status
Is it possible to Account not working immediately,account_issues
i need to same day delivery urgently,shipping_inquiry
is it possible to sign in issues now,account_issues
Could you When was refund issued? urgently,refund_status
I want to First time customer thank you,general_inquiry
My card isn't working,payment_issues
Could you Waiting for refund now,refund_status
"Excuse me, Problem with checkout please",payment_issues
"please, cancel order thanks",order_cancellation
Is it possible to Refund not received immediately,refund_status
Do you ship to my area?,shipping_inquiry
Payment error,payment_issues
i need to what's the warranty on this? urgently,product_information
how do i i'm very unhappy!,complaint
Would you Refund taking too long thanks,refund_status
"hello, express shipping",shipping_inquiry
"i need to don't ship my order, cancel it!",order_cancellation
What's the warranty on this?!,product_information
"Excuse me, Standard shipping",shipping_inquiry
is it possible to i need information?,general_inquiry
how do i payment keeps failing thanks,payment_issues
"Please, General assistance!",general_inquiry
Product origin please,product_information
would you expected delivery date?!,order_status
"excuse me, free shipping? urgently",shipping_inquiry
"excuse me, waiting for refund ASAP",refund_status
Is it possible to Order tracking!,order_status
"Hi, Is my package lost?.",order_status
"please, when will i receive my order? thanks",order_status
how do i i demand compensation,complaint
would you wrong item received,complaint
is it possible to standard shipping thanks,shipping_inquiry
i would like to my order is taking too long thanks,order_status
could you i'm frustrated now,complaint
could you product doesn't work right away,complaint
Did my order ship yet?.,order_status
"Hello, Change shipping address urgently",shipping_inquiry
Payment failed,payment_issues
"excuse me, compare products urgently",product_information
Delete my account ASAP,account_issues
"hi, item arrived damaged urgently",complaint
When was refund issued?,refund_status
"Hello, Order tracking thank you",order_status
"hello, what's the status of my order? now",order_status
How do I Quality issue return!,return_exchange
Could you Product specifications right away,product_information
how do i my order is taking too long thanks,order_status
Could you How do I cancel my order??,order_cancellation
Two factor authentication issue right away,account_issues
would you refund to bank account please,refund_status
"hi, card declined immediately",payment_issues
is it possible to sign in issues right away,account_issues
"Hello, Is it too late to cancel? thank you",order_cancellation
"please, when is refund processed? immediately",refund_status
"Hey, I need to exchange this immediately",return_exchange
"hello, has my order shipped? thanks",order_status
"Hi, My payment was rejected right away",payment_issues
"please, when does my order arrive??",order_status
i would like to account not working now,account_issues
is it possible to i feel cheated ASAP,complaint
"hi, thank you.",general_inquiry
is it possible to when was refund issued? please,refund_status
i want to product recommendations please,product_information
Refund to credit card thanks,refund_status
i want to check my order status,order_status
Could you Can I return this product? right away,return_exchange
Could you Can you help me? urgently,general_inquiry
"Hey, 30 day return thank you",return_exchange
Is it possible to Very disappointed with the service please,complaint
would you what's included in the package??,product_information
Is it possible to Help me please urgently,general_inquiry
Could you I want to speak to a manager now,complaint
Account suspended.,account_issues
Would you Contact information ASAP,general_inquiry
i want to refund not showing.,refund_status
"Hi, Profile update immediately",account_issues
"hello, return window now",return_exchange
how do i my order hasn't arrived immediately,order_status
i would like to exchange for different size please,return_exchange
"hello, payment problem",payment_issues
I would like to What's the warranty on this? please,product_information
Would you How does this product work? thank you,product_information
Reimburse me,refund_status
I need to Quality is very poor ASAP,complaint
"hi, authentication failed?",account_issues
how do i shipping charges now,shipping_inquiry
"hi, login problem.",account_issues
Is it possible to Update account information now,account_issues
"hello, next day delivery immediately",shipping_inquiry
Next day delivery,shipping_inquiry
Could you Hello,general_inquiry
can i account recovery thank you,account_issues
"is it possible to wrong size, need exchange ASAP",return_exchange
i would like to return my order thanks,return_exchange
"Please, Do you have this in stock? immediately",product_information
How do I What colors does it come in? immediately,product_information
could you can someone help me? immediately,general_inquiry
can i quick question now,general_inquiry
"hello, reimburse me now",refund_status
Can I What products do you have?!,product_information
"Would you Wrong order, please cancel thanks",order_cancellation
"hello, where is my refund? thanks",refund_status
"Hey, Return shipping thanks",return_exchange
I need to Account settings urgently,account_issues
"Please, I need information right away",general_inquiry
is it possible to replace my item right away,return_exchange
i would like to when will i get my refund? now,refund_status
"hello, wrong item received now",complaint
i want to refund not received thanks,refund_status
"Hi, Expedited shipping right away",shipping_inquiry
Initiate return,return_exchange
"hey, transaction failed.",payment_issues
can i billing issue now,payment_issues
i want to i was charged twice please,payment_issues
can i weekend delivery? ASAP,shipping_inquiry
"Hello, Credit not received",refund_status
i need to payment issue with my account?,payment_issues
how do i more info about the item urgently,product_information
"hey, product is defective!",complaint
"I accidentally ordered, please cancel thanks",order_cancellation
would you i want to return this right away,return_exchange
"hi, i want my order cancelled today.",order_cancellation
"please, can't access my account immediately",account_issues
"hello, shipping rates thanks",shipping_inquiry
could you card not accepted thanks,payment_issues
i want to good morning now,general_inquiry
Could you Update account information!,account_issues
I need to Same day delivery ASAP,shipping_inquiry
"Hello, Exchange for store credit?",return_exchange
"hi, change my phone number!",account_issues
can i my refund is delayed thank you,refund_status
I want to Order tracking!,order_status
"Hello, False advertising please",complaint
would you is this genuine product?,product_information
can i product dimensions immediately,product_information
"please, good morning!",general_inquiry
could you payment gateway error!,payment_issues
"i need to don't ship my order, cancel it",order_cancellation
Would you Return window immediately,return_exchange
i want to i can't log in right away,account_issues
can i is my order on the way? ASAP,order_status
I feel cheated,complaint
"hey, shipping zones",shipping_inquiry
i want to missing items in my order thanks,complaint
"hi, please cancel my recent order immediately",order_cancellation
i need to shipping time,shipping_inquiry
i want to when does my order arrive? now,order_status
I want to Account hacked thank you,account_issues
can i account security concern thank you,account_issues
Can I Where is my package? now,order_status
"hello, charged but no confirmation now",payment_issues
could you where is my refund? ASAP,refund_status
"Please, Transaction failed?",payment_issues
"Please, Delete my account!",account_issues
i need to i no longer want this order?,order_cancellation
"Hi, I need to know where my order is thanks",order_status
I would like to Can someone help me? thank you,general_inquiry
I want to Email not recognized right away,account_issues
"hi, how can i contact you? right away",general_inquiry
is it possible to expedite my refund ASAP,refund_status
can i technical specifications please,product_information
"Item doesn't fit, return please",return_exchange
i want to update account information,account_issues
how do i free returns? thanks,return_exchange
"hi, priority shipping?",shipping_inquiry
I need to Refund not received immediately,refund_status
How do I How can I contact you? right away,general_inquiry
can i i want my order cancelled today immediately,order_cancellation
Can I Shipping time,shipping_inquiry
I received a damaged item please,complaint
i would like to support request thanks,general_inquiry
can i product origin ASAP,product_information
Is it possible to I'd like to cancel my purchase thanks,order_cancellation
"excuse me, how do i return an item?",return_exchange
I need my money back thanks,refund_status
"Hey, Stop my order?",order_cancellation
"Hi, Can I cancel my order??",order_cancellation
would you how do i return an item?!,return_exchange
General assistance.,general_inquiry
could you change password thanks,account_issues
Could you I demand compensation immediately,complaint
How do I Expedited shipping immediately,shipping_inquiry
"Hey, Can I cancel my order?.",order_cancellation
"hey, two factor authentication issue.",account_issues
is it possible to product doesn't work please,complaint
"Hey, I need my money back now",refund_status
Could you Account security concern immediately,account_issues
i would like to please process a cancellation thank you,order_cancellation
I need to Has my package been dispatched? thank you,order_status
"hello, is it too late to cancel? thanks",order_cancellation
"hello, payment method not working ASAP",payment_issues
can i return damaged product urgently,return_exchange
"please, account not working thanks",account_issues
"Hey, Delivery fee",shipping_inquiry
"i need to i changed my mind, cancel my order.",order_cancellation
"can i i changed my mind, cancel my order thanks",order_cancellation
"Hey, Is this genuine product? now",product_information
I would like to Fastest shipping option?,shipping_inquiry
Update account information urgently,account_issues
Payment problem,payment_issues
i would like to is this compatible with...? immediately,product_information
"excuse me, brand information ASAP",product_information
"hello, reset my password thanks",account_issues
"Please, Money deducted but order failed please",payment_issues
would you checkout error ASAP,payment_issues
i would like to information needed urgently,general_inquiry
could you can you track my order? ASAP,order_status
I want to How to return? thanks,return_exchange
Is this product good?,product_information
Could you Partial refund received thank you,refund_status
how do i refund and return.,return_exchange
"Please, Login problem thank you",account_issues
i need to not as described.,complaint
"excuse me, has my package been dispatched?!",order_status
"hey, any updates on my order? ASAP",order_status
Brand information?,product_information
"hi, ground shipping thanks",shipping_inquiry
would you i'm very unhappy.,complaint
"Hi, Standard shipping ASAP",shipping_inquiry
Account settings,account_issues
can i cancel my order please thank you,order_cancellation
would you weekend delivery? please,shipping_inquiry
What colors does it come in?,product_information
Could you What sizes are available??,product_information
I would like to General question.,general_inquiry
"Excuse me, Bad experience thanks",complaint
i would like to delete my account immediately,account_issues
"Please, Speak to representative?",general_inquiry
How do I I need my money back thanks,refund_status
Can you track my order? ASAP,order_status
How do I When will my order arrive?!,order_status
i would like to i can't log in urgently,account_issues
how do i i was charged twice!,payment_issues
i need to where is my package??,order_status
"please, more info about the item",product_information
can i where is my order?!,order_status
would you shipping discount right away,shipping_inquiry
i would like to international shipping thanks,shipping_inquiry
"Excuse me, Do you have this in stock?",product_information
"hi, when is refund processed? urgently",refund_status
could you delivery cost estimate,shipping_inquiry
"hello, compare products",product_information
is it possible to shipping zones immediately,shipping_inquiry
"hey, i demand compensation urgently",complaint
"excuse me, how long for refund? thanks",refund_status
I want to Refund not received!,refund_status
Can I New arrivals,product_information
is it possible to how does this work? right away,general_inquiry
How do I Payment gateway error thanks,payment_issues
"hey, material information.",product_information
"hello, delivery status please thank you",order_status
Checkout error,payment_issues
Transaction failed?,payment_issues
I want to Account settings immediately,account_issues
How do I Not as described please,complaint
Would you International shipping.,shipping_inquiry
how do i update account information now,account_issues
would you change password!,account_issues
i want to checkout error thank you,payment_issues
"hello, priority shipping please",shipping_inquiry
How long for refund?,refund_status
would you refund inquiry urgently,refund_status
"Please, Fastest shipping option ASAP",shipping_inquiry
Can I Credit card issue right away,payment_issues
Payment gateway error,payment_issues
"please, i'd like to cancel before it ships",order_cancellation
How does this product work?,product_information
"excuse me, has my order shipped? immediately",order_status
could you payment issue with my account,payment_issues
"Hi, Product specifications please",product_information
Would you Delivery days ASAP,shipping_inquiry
"Please, Refund timeline.",refund_status
is it possible to false advertising!,complaint
I demand compensation urgently,complaint
Refund not showing thanks,refund_status
I haven't received my refund urgently,refund_status
I would like to I need customer service please,general_inquiry
"Hello, Return label request immediately",return_exchange
Cancel the items in my order right away,order_cancellation
Could you Quality issue return ASAP,return_exchange
can i standard shipping thank you,shipping_inquiry
could you shipment status thank you,order_status
"Please, Update account information?",account_issues
can i item arrived damaged urgently,complaint
i need to refund to bank account?,refund_status
"hi, when was refund issued? thanks",refund_status
could you product dimensions now,product_information
How do I Can you help me? immediately,general_inquiry
Authentication failed,account_issues
"hello, login problem.",account_issues
"hi, cancel my order immediately immediately",order_cancellation
Could you I need to cancel an order ASAP,order_cancellation
"hey, do you ship to my area??",shipping_inquiry
"hi, i need this order cancelled.",order_cancellation
"hi, product quality thank you",product_information
i want to i want my order cancelled today thank you,order_cancellation
would you economy shipping ASAP,shipping_inquiry
"hey, shipment status thanks",order_status
Unlock my account!,account_issues
"excuse me, credit card issue thanks",payment_issues
Could you I want to file a complaint,complaint
"Hello, Don't ship my order, cancel it immediately",order_cancellation
"hey, help me please please",general_inquiry
New here immediately,general_inquiry
"hi, i'm not satisfied please",complaint
"hi, i need to cancel an order now",order_cancellation
I want to Card not accepted.,payment_issues
how do i horrible experience thank you,complaint
"hello, can't pay for my order immediately",payment_issues
hi,greeting
hello,greeting
hey,greeting
hi there,greeting
hello assistant,greeting
good morning,greeting
good afternoon,greeting
good evening,greeting
hey bot,greeting
is anyone there,greeting
howdy,greeting
yo,greeting
hi assistant,greeting
hello there,greeting
hey friend,greeting
good to see you,greeting
bye,goodbye
goodbye,goodbye
see you,goodbye
later,goodbye
talk to you later,goodbye
exit,goodbye
quit,goodbye
stop,goodbye
bye bye,goodbye
have a good day,goodbye
see you soon,goodbye
catch you later,goodbye
im done,goodbye
thanks,thanks
thank you,thanks
thank you so much,thanks
thanks a lot,thanks
i appreciate it,thanks
cool thanks,thanks
cheers,thanks
great thanks,thanks
awesome thank you,thanks
youve been helpful,thanks
thanks for the help,thanks
who are you,bot_info
what is your name,bot_info
what are you,bot_info
are you a robot,bot_info
tell me about yourself,bot_info
who am i talking to,bot_info
are you ai,bot_info
what is your identity,bot_info
what can you do,capabilities
how can you help,capabilities
help me,capabilities
show me what you can do,capabilities
give me some help,capabilities
what are your features,capabilities
capabilities,capabilities
what do you know,capabilities
weather,weather
how is the weather,weather
weather update,weather
is it raining,weather
weather tonight,weather
weather forecast,weather
whats the temperature,weather
is it sunny,weather
joke,humor
tell me a joke,humor
make me laugh,humor
do you know any jokes,humor
another joke,humor
say something funny,humor
crack a joke,humor
tell a funny story,humor
hi,greeting
hello,greeting
hey,greeting
hi there,greeting
hello assistant,greeting
good morning,greeting
good afternoon,greeting
good evening,greeting
hey bot,greeting
is anyone there,greeting
howdy,greeting
yo,greeting
hi assistant,greeting
hello there,greeting
hey friend,greeting
good to see you,greeting
bye,goodbye
goodbye,goodbye
see you,goodbye
later,goodbye
talk to you later,goodbye
exit,goodbye
quit,goodbye
stop,goodbye
bye bye,goodbye
have a good day,goodbye
see you soon,goodbye
catch you later,goodbye
im done,goodbye
thanks,thanks
thank you,thanks
thank you so much,thanks
thanks a lot,thanks
i appreciate it,thanks
cool thanks,thanks
cheers,thanks
great thanks,thanks
awesome thank you,thanks
youve been helpful,thanks
thanks for the help,thanks
who are you,bot_info
what is your name,bot_info
what are you,bot_info
are you a robot,bot_info
tell me about yourself,bot_info
who am i talking to,bot_info
are you ai,bot_info
what is your identity,bot_info
what can you do,capabilities
how can you help,capabilities
help me,capabilities
show me what you can do,capabilities
give me some help,capabilities
what are your features,capabilities
capabilities,capabilities
what do you know,capabilities
weather,weather
how is the weather,weather
weather update,weather
is it raining,weather
weather tonight,weather
weather forecast,weather
whats the temperature,weather
is it sunny,weather
joke,humor
tell me a joke,humor
make me laugh,humor
do you know any jokes,humor
another joke,humor
say something funny,humor
crack a joke,humor
tell a funny story,humor
